Student,LPIPS,SSIM
109590028.jpg,0.0,1.0
112598006.jpg,0.2986292839050293,0.7822962806260324
1092B0020.jpg,0.3655039072036743,0.7825202431309739
109590018.jpg,0.37243449687957764,0.7334227298646837
1082B0005.jpg,0.3913314938545227,0.7479914258946074
109AB0032.jpg,0.44220054149627686,0.7380459458330195
109300219.jpg,0.47504928708076477,0.7387586305899784
109590029.jpg,0.49413928389549255,0.693090638845902
